age,income,assets,credit_history,employment_years,gender,residence_type,risk_score,default
42,372469,229859,excellent,10,Male,own,587,1
69,379829,441823,poor,7,Male,mortgage,72,0
46,529484,233862,poor,2,Male,rent,480,0
40,425722,599323,fair,14,Female,own,772,1
31,342601,19780,fair,15,Female,own,737,0
24,160599,476249,good,23,Male,mortgage,514,0
62,197874,631218,fair,12,Female,own,528,0
56,40626,526570,excellent,16,Female,own,751,1
36,205580,253237,excellent,3,Female,own,214,0
20,303783,560785,poor,10,Female,rent,514,0
66,334268,731708,good,20,Male,own,532,0
42,326284,473337,good,24,Female,own,552,0
61,376791,118041,good,13,Female,own,46,0
40,50050,715616,fair,20,Female,mortgage,889,0
38,371947,900451,fair,24,Female,own,687,0
41,241358,942238,good,21,Male,rent,987,0
53,262837,630311,good,23,Male,mortgage,692,0
44,221562,541836,excellent,12,Male,own,199,1
30,270210,234218,fair,17,Female,own,24,0
53,197898,870211,good,15,Female,own,518,0
21,333023,80164,good,16,Male,mortgage,848,0
45,55870,17178,excellent,13,Female,own,547,0
39,140295,309653,good,23,Female,own,239,0
28,454346,166091,fair,19,Female,own,437,0
33,73374,474977,excellent,12,Female,own,780,0
23,519520,540072,poor,1,Male,mortgage,160,0
21,436621,425476,excellent,12,Female,rent,363,0
43,422660,85896,poor,21,Male,rent,425,1
57,190950,317446,good,21,Male,own,698,0
31,407471,272863,good,14,Female,rent,438,0
44,66629,438866,excellent,9,Female,mortgage,587,0
50,36578,529313,excellent,18,Female,rent,766,0
59,181407,501533,good,11,Male,own,695,0
63,283827,918187,fair,22,Male,mortgage,721,0
44,236140,931168,poor,6,Male,own,261,1
36,408218,392035,good,10,Male,mortgage,998,1
49,87529,255865,poor,14,Male,rent,86,0
27,83512,268297,good,9,Female,own,43,0
64,31417,497091,good,23,Female,rent,544,0
40,184325,356540,poor,15,Male,rent,345,0
53,41822,932880,good,1,Female,own,316,0
56,427584,347793,poor,8,Male,mortgage,634,1
28,239606,63953,poor,15,Female,mortgage,58,0
48,250348,148502,fair,3,Male,own,268,0
37,111131,349136,good,2,Male,mortgage,117,0
61,512579,750650,good,20,Female,own,540,0
60,197987,286195,excellent,20,Male,own,876,0
35,365244,197508,good,16,Female,own,408,0
49,451150,420490,excellent,1,Male,own,884,0
20,316029,295761,poor,2,Female,mortgage,184,0
49,443886,449703,excellent,14,Female,mortgage,144,0
49,409778,213828,fair,2,Female,rent,379,0
43,492478,524531,good,11,Female,own,893,0
38,204932,315600,fair,14,Male,rent,25,0
55,259796,283819,excellent,2,Female,own,980,0
32,458823,627420,excellent,19,Male,own,947,0
34,393700,422756,poor,19,Male,mortgage,82,0
48,225460,76985,poor,7,Male,own,4,0
55,221659,413333,good,20,Female,own,732,0
51,258498,129214,poor,19,Male,rent,999,0
53,292841,362704,excellent,11,Female,own,382,1
30,430670,520447,poor,8,Male,rent,978,0
25,356682,403596,excellent,2,Female,own,357,0
69,391162,501823,excellent,20,Female,own,175,0
21,522971,502481,poor,13,Female,mortgage,755,0
50,349149,25898,fair,19,Male,own,570,1
67,500406,692633,poor,19,Female,rent,390,0
37,372716,760919,excellent,12,Male,own,895,0
33,219538,790803,good,20,Male,rent,137,0
50,42809,868379,good,5,Male,mortgage,767,0
55,31167,944487,good,9,Female,own,720,1
53,74720,30721,good,15,Male,rent,538,0
23,302257,83973,fair,23,Female,mortgage,572,1
42,57109,969976,good,18,Female,own,17,0
43,440212,330758,good,24,Female,own,804,0
42,171659,60257,excellent,0,Female,own,794,0
55,62022,142343,good,0,Female,own,270,0
57,89081,478259,good,14,Female,mortgage,792,1
33,314870,360777,good,3,Male,mortgage,169,1
49,186762,674970,excellent,23,Female,own,903,1
29,163053,842901,poor,15,Male,rent,150,0
22,124531,723889,fair,5,Male,rent,760,0
54,180074,1006594,poor,7,Male,own,19,0
44,504390,957984,good,9,Male,own,866,0
20,97864,267388,fair,5,Female,rent,203,0
51,428486,477841,good,21,Male,mortgage,891,0
23,303068,879331,fair,23,Male,rent,981,0
34,436199,821552,fair,12,Female,own,498,0
69,198367,591314,poor,17,Female,rent,158,1
48,312737,285414,good,18,Female,rent,168,1
48,251994,473166,poor,10,Female,own,201,0
69,443018,87523,good,19,Male,own,408,0
60,116376,233266,excellent,8,Female,own,902,0
29,395744,321550,good,24,Male,own,359,0
22,39283,689391,good,18,Female,own,838,1
50,68373,88710,good,8,Male,rent,484,0
63,65739,287842,good,24,Male,mortgage,362,0
30,299078,908832,poor,24,Female,mortgage,445,0
24,140825,207270,good,11,Female,mortgage,121,0
27,365878,573323,good,12,Female,own,31,1
50,218103,820787,good,18,Male,rent,27,0
65,169536,895211,poor,19,Male,own,189,0
51,436681,519955,poor,23,Female,own,25,0
39,375136,71836,good,24,Female,own,146,0
63,51184,412706,good,24,Female,own,3,0
20,228994,516050,good,3,Male,own,263,0
27,382322,789066,good,21,Female,mortgage,12,0
36,140134,909742,good,20,Male,rent,706,1
31,528168,486417,good,13,Male,rent,30,0
41,502880,561251,excellent,11,Female,rent,854,0
45,259110,322309,excellent,3,Male,mortgage,230,0
55,344601,209114,fair,12,Female,mortgage,113,0
50,311967,49530,good,16,Female,own,567,0
46,115706,991305,good,24,Female,mortgage,410,0
26,184459,984951,fair,12,Female,mortgage,194,0
21,153172,307699,good,11,Female,rent,377,1
24,386686,247838,good,16,Male,own,144,0
52,427090,494141,excellent,4,Female,rent,46,0
68,349291,615544,poor,5,Female,own,945,0
60,445624,626769,poor,8,Male,rent,23,1
20,369019,313395,excellent,2,Female,own,888,0
26,204586,268977,good,17,Female,rent,738,0
31,231605,618123,fair,11,Male,mortgage,31,0
21,478255,537776,fair,24,Female,mortgage,817,0
57,349269,597101,fair,2,Male,rent,381,1
58,186961,539155,fair,4,Female,own,412,1
23,79994,26739,excellent,8,Female,mortgage,12,0
50,124258,670020,fair,19,Female,rent,668,0
57,297780,646853,fair,12,Female,rent,780,0
51,143541,153691,fair,20,Female,rent,315,0
39,507886,53786,good,18,Female,rent,867,0
25,506667,663517,poor,24,Male,rent,472,1
28,500868,327750,fair,2,Female,own,390,0
27,227873,726301,good,23,Male,mortgage,637,0
33,453106,280568,fair,1,Female,mortgage,827,0
69,391312,748655,good,20,Female,rent,792,0
46,253479,730774,good,20,Female,own,488,0
67,168106,295186,good,16,Male,own,855,0
61,427082,230073,poor,24,Male,mortgage,620,0
20,275454,480218,excellent,10,Female,rent,1,0
43,157808,187356,excellent,2,Female,rent,980,0
40,88807,174104,good,7,Male,rent,34,0
61,280351,579727,good,6,Male,own,135,0
50,112330,152722,poor,2,Female,rent,248,1
66,173450,728677,poor,24,Male,rent,251,0
22,318509,660996,excellent,0,Female,rent,44,0
57,171677,230379,good,0,Female,mortgage,832,1
69,513016,419513,good,3,Male,own,335,0
21,135312,183377,good,5,Male,rent,850,0
38,229164,974366,good,9,Female,own,240,0
43,422632,181895,excellent,13,Female,own,714,1
34,450309,583926,poor,5,Male,own,784,0
45,263170,656832,good,2,Male,own,785,0
21,475146,833254,good,24,Male,own,374,0
56,171631,439679,good,21,Male,own,977,0
54,192714,760378,good,4,Female,own,570,0
34,508363,1006277,poor,21,Male,mortgage,750,1
22,307706,776046,fair,1,Female,own,967,0
30,305076,390227,good,21,Female,mortgage,420,0
53,317850,34863,fair,5,Male,mortgage,256,0
69,428404,24992,fair,1,Female,own,768,0
50,350539,811627,good,13,Female,rent,459,0
40,172199,145131,good,12,Female,own,378,0
36,46902,610520,good,8,Female,rent,59,0
65,313567,460560,excellent,16,Female,own,637,0
23,254856,347242,good,3,Male,own,900,0
61,160571,69053,good,16,Male,mortgage,813,0
68,357362,631134,good,12,Female,rent,996,0
47,445511,139557,excellent,5,Female,own,939,1
56,317375,133711,fair,4,Male,own,701,0
46,151419,837521,good,19,Male,rent,232,0
53,111317,557031,poor,13,Male,rent,144,0
23,64857,126073,good,7,Male,rent,993,0
34,217601,571341,poor,16,Female,mortgage,961,1
52,262279,826858,fair,2,Female,rent,502,1
57,137442,777599,excellent,1,Male,own,0,0
64,348636,992012,excellent,14,Male,rent,548,0
50,53015,223624,good,5,Female,own,975,0
28,192332,324655,good,23,Male,rent,523,0
27,260008,821056,excellent,22,Male,mortgage,12,1
59,33926,481467,excellent,5,Female,own,702,1
21,338679,56331,good,17,Female,mortgage,626,1
28,114398,49846,excellent,19,Male,own,233,0
66,107146,188311,excellent,21,Female,own,678,0
61,377014,1002613,fair,2,Female,own,927,0
60,111406,968252,good,6,Male,own,737,0
44,528192,978715,good,15,Male,own,320,0
31,443328,703981,poor,6,Male,mortgage,400,0
24,212896,168191,fair,21,Male,own,231,0
64,481004,170967,poor,5,Male,mortgage,39,1
59,285578,930044,good,21,Female,rent,756,0
52,527859,92843,good,15,Male,own,76,1
44,104049,113425,fair,8,Male,mortgage,693,0
59,251059,536387,excellent,23,Male,own,432,0
32,397893,752497,excellent,19,Male,rent,569,0
29,236457,776178,excellent,9,Female,rent,553,0
28,291440,257565,good,22,Male,mortgage,841,0
57,177895,537017,fair,0,Male,own,448,0
24,520286,335999,poor,20,Male,own,930,1
52,392502,20431,good,14,Male,own,263,0
37,332741,396138,good,3,Female,mortgage,983,0
47,407598,676966,good,11,Female,own,320,0
55,335611,514859,excellent,0,Male,own,905,0
41,384347,224847,good,23,Male,rent,316,0
55,68223,317476,excellent,13,Female,mortgage,513,0
28,362839,561090,poor,9,Female,mortgage,589,0
36,259310,434877,fair,3,Male,own,596,0
23,177372,697287,poor,19,Male,own,800,1
60,314109,747880,good,14,Female,rent,71,0
34,340801,677576,fair,2,Female,mortgage,607,0
57,69976,624661,excellent,7,Male,own,911,0
53,115652,481307,good,6,Male,own,111,0
33,418405,598429,good,18,Female,own,558,1
57,74522,812415,fair,2,Male,mortgage,410,0
24,283843,611540,good,7,Male,rent,978,0
28,66136,581521,excellent,18,Female,own,979,0
31,341956,349528,excellent,20,Male,rent,208,0
45,270361,80799,good,5,Male,rent,709,0
48,447175,879551,good,9,Male,mortgage,165,0
33,436501,98750,good,3,Female,rent,481,0
62,519277,182887,good,9,Female,own,232,0
29,44008,50216,poor,12,Male,own,209,0
69,385534,783851,good,9,Male,rent,956,0
21,357992,686408,good,13,Female,mortgage,948,0
45,210966,631735,poor,8,Female,mortgage,902,0
60,192227,809092,good,18,Male,mortgage,108,0
58,304638,547401,excellent,19,Female,own,136,0
48,95316,725281,good,2,Female,rent,185,0
68,124412,20519,excellent,24,Female,own,305,0
25,451776,655892,good,13,Male,mortgage,735,0
65,425478,38807,fair,21,Female,own,510,1
68,74856,250072,poor,17,Female,rent,242,0
24,184182,469674,excellent,4,Male,mortgage,437,0
69,94544,117980,poor,4,Male,rent,492,0
36,193679,180681,excellent,16,Male,own,984,0
66,406565,374215,excellent,2,Female,rent,647,0
64,146151,320739,good,12,Female,own,592,0
41,410387,571386,excellent,23,Female,own,241,0
46,179069,329854,excellent,3,Female,own,822,0
45,83527,482561,poor,5,Male,own,588,0
43,170720,101456,poor,15,Male,rent,912,1
62,447377,664286,good,8,Male,own,314,0
55,139732,402137,excellent,24,Female,own,415,0
33,421533,656606,fair,13,Female,mortgage,342,1
49,393183,885561,excellent,7,Male,mortgage,767,0
24,389824,340307,good,24,Male,own,767,0
64,115703,647371,good,23,Male,own,751,1
66,411207,291268,excellent,1,Female,rent,995,0
56,146544,693530,fair,17,Female,own,42,0
62,359294,14552,fair,17,Female,own,581,1
21,341882,421232,good,1,Female,own,466,0
60,263743,525687,fair,10,Male,mortgage,654,1
54,420604,639514,good,11,Male,own,449,0
48,165768,17545,good,7,Female,own,419,1
20,72129,398101,fair,7,Female,own,198,1
39,57732,25781,good,23,Male,rent,736,0
24,386295,463071,poor,16,Female,mortgage,306,1
39,173997,150024,good,22,Female,rent,174,0
68,254438,166288,good,21,Male,rent,214,0
25,430517,557355,excellent,13,Female,own,901,0
26,123885,215651,good,14,Female,rent,296,0
69,298105,779233,excellent,13,Male,own,959,1
53,412854,560736,poor,12,Male,rent,602,0
69,66462,697067,good,5,Male,rent,859,0
36,490618,932425,fair,18,Female,own,105,1
62,179401,351314,excellent,17,Male,mortgage,231,0
23,377242,267070,good,19,Male,mortgage,401,0
32,224470,198114,excellent,6,Female,own,674,0
41,446380,706960,excellent,11,Female,own,203,0
62,83465,93458,fair,3,Male,mortgage,998,0
24,355548,87679,excellent,7,Female,rent,887,0
40,115291,559566,fair,19,Female,own,669,0
39,399002,566270,good,17,Male,mortgage,912,1
57,415835,758421,poor,10,Male,rent,273,1
32,486606,856617,good,8,Female,own,821,0
58,44115,970783,excellent,1,Male,mortgage,305,0
45,50736,905431,poor,3,Male,own,248,0
47,456001,941898,good,1,Male,own,134,0
39,196455,233027,fair,23,Female,mortgage,701,0
68,306223,686036,fair,21,Female,own,593,0
31,480528,51173,good,2,Female,rent,51,0
28,488668,952769,good,10,Male,own,149,0
24,416511,224318,poor,5,Female,mortgage,33,0
57,521041,693660,fair,2,Male,mortgage,32,0
40,442077,62113,fair,24,Male,own,305,1
64,239292,951278,poor,9,Male,own,417,1
21,314268,885179,fair,4,Female,own,185,1
42,437488,131712,good,6,Male,rent,214,0
30,419858,1004963,poor,21,Female,own,642,0
48,176312,230641,excellent,11,Female,mortgage,423,1
30,187282,818260,excellent,18,Male,rent,304,0
23,333567,273042,fair,1,Male,own,571,0
64,316146,279987,fair,16,Female,own,231,0
36,282013,534289,good,11,Male,own,201,0
65,191545,151131,good,8,Male,rent,695,0
29,74381,965717,good,23,Female,own,88,0
61,488107,292025,good,20,Male,mortgage,916,0
39,334391,242202,fair,5,Female,own,173,1
21,261076,282843,fair,15,Female,mortgage,478,0
21,196577,685809,good,1,Male,own,794,0
38,378012,271098,poor,23,Female,own,946,0
46,71791,137945,good,11,Male,own,573,0
57,443075,314987,fair,22,Male,rent,97,0
50,89610,73340,good,17,Male,own,862,0
34,68907,580325,poor,14,Female,own,524,0
66,113113,145039,poor,17,Male,rent,656,0
53,405624,745353,fair,22,Male,own,765,0
49,106937,437933,excellent,2,Female,own,211,0
46,124844,783421,excellent,24,Male,rent,630,0
67,277819,582656,good,19,Male,mortgage,703,0
40,339270,184649,excellent,23,Female,own,118,0
23,244325,325721,fair,19,Female,mortgage,228,1
28,47498,658122,excellent,12,Male,mortgage,657,0
57,42318,839863,good,17,Male,rent,595,0
21,437622,254154,poor,19,Male,mortgage,376,0
43,474077,525864,good,11,Female,own,179,0
46,434435,417201,fair,16,Female,mortgage,789,0
57,348834,218113,poor,21,Male,own,293,0
61,207286,210935,excellent,11,Male,own,824,0
43,448523,366841,poor,19,Male,rent,147,0
30,236592,889030,good,6,Male,rent,185,0
56,419911,865329,excellent,11,Male,mortgage,864,0
29,46950,73723,poor,10,Female,own,240,0
27,517409,575113,good,2,Female,own,826,0
46,437100,55897,poor,14,Female,rent,495,0
40,319663,336581,fair,18,Female,mortgage,255,0
56,198158,531805,good,19,Male,rent,206,0
31,527205,1008474,good,0,Female,own,736,1
27,502733,842178,excellent,2,Male,own,467,0
31,515279,623165,fair,23,Female,mortgage,579,0
28,246428,559676,fair,13,Male,own,365,0
54,255451,200103,fair,9,Female,mortgage,325,0
37,98483,813235,fair,8,Female,mortgage,67,0
56,36347,240608,fair,3,Female,own,490,0
37,309681,829031,good,7,Female,rent,527,0
25,53032,342571,poor,17,Female,own,910,1
26,69151,290538,fair,6,Female,mortgage,811,0
57,483733,382343,good,11,Male,own,182,0
67,279758,191914,poor,1,Male,own,882,0
58,200858,92385,poor,17,Male,mortgage,322,0
57,475327,1006783,good,6,Male,own,143,0
29,475717,795109,good,1,Male,own,575,0
57,286904,533547,fair,7,Female,own,580,0
40,212685,463378,excellent,21,Male,mortgage,877,0
45,468722,392885,good,5,Female,own,35,1
59,370370,495067,poor,11,Female,own,713,1
46,361954,279889,excellent,0,Female,own,843,0
27,300987,919836,fair,6,Male,own,247,0
40,122259,670952,poor,16,Male,own,130,0
33,454825,61386,fair,11,Female,mortgage,837,0
31,239019,502297,excellent,3,Male,own,812,0
60,413631,638833,good,11,Female,rent,693,0
49,100253,362466,good,18,Female,rent,435,0
31,392702,547977,good,16,Male,mortgage,921,1
53,504988,733900,good,16,Male,rent,943,0
58,141393,146327,poor,21,Female,rent,735,0
63,484823,754159,good,12,Female,own,926,0
40,463215,251734,good,16,Female,own,158,0
66,161485,831558,good,21,Female,rent,692,0
21,176050,155365,good,0,Male,own,931,0
52,363201,844915,good,18,Female,rent,424,0
42,171488,691317,excellent,7,Male,rent,146,0
61,467599,111843,good,21,Male,own,160,0
20,157428,297959,good,5,Male,rent,668,0
64,174446,472093,poor,9,Female,mortgage,315,0
27,162615,771029,poor,16,Male,own,610,0
21,434803,108689,excellent,13,Male,mortgage,87,0
49,454993,82742,excellent,15,Male,mortgage,25,0
64,131345,17567,fair,6,Male,own,203,0
38,417521,242912,poor,15,Female,rent,194,0
68,513951,28844,good,1,Male,rent,776,0
69,383834,762023,good,23,Male,own,238,0
65,322498,722048,good,19,Male,rent,858,0
51,384105,455444,poor,16,Male,mortgage,446,0
40,519681,976355,poor,15,Male,mortgage,129,0
49,269932,844280,fair,18,Female,mortgage,345,0
34,214677,704542,poor,22,Female,own,489,0
29,383209,899192,fair,13,Male,mortgage,904,0
54,468536,79834,good,11,Female,mortgage,673,0
33,291706,230795,excellent,0,Male,own,966,0
56,253218,412805,good,13,Female,own,844,0
26,235630,850892,good,24,Female,mortgage,557,0
45,461244,497892,poor,18,Female,rent,589,0
26,143414,213994,fair,24,Male,rent,293,0
42,75294,56816,poor,12,Male,rent,388,0
31,522698,902220,good,14,Male,own,152,1
64,460627,205477,good,16,Male,rent,911,0
24,370225,519750,poor,19,Female,own,612,0
69,286975,144949,good,17,Female,own,500,0
26,407125,654081,good,15,Female,rent,307,0
66,475044,217040,excellent,2,Male,own,51,0
41,375353,350963,poor,8,Male,own,377,0
46,238223,639842,fair,20,Female,own,364,0
28,223115,491972,excellent,5,Male,own,488,0
59,98151,517437,poor,12,Female,own,176,0
69,87924,634252,good,20,Male,own,740,1
66,208742,883273,fair,24,Male,own,997,0
40,40503,221183,good,21,Male,own,420,0
30,429654,671224,poor,10,Male,rent,318,0
69,77512,174869,excellent,3,Female,own,334,1
60,529038,524089,poor,3,Male,own,535,0
21,395672,440854,poor,16,Female,rent,685,0
60,79478,342987,good,8,Male,own,236,0
68,420742,134216,fair,1,Female,mortgage,359,0
45,145983,109246,excellent,11,Male,own,138,0
30,255246,504861,excellent,23,Female,mortgage,378,0
36,249542,718950,poor,15,Male,rent,324,0
65,193080,827299,good,24,Male,own,497,0
51,53739,494422,excellent,13,Female,rent,763,0
68,315176,956261,excellent,9,Male,own,432,0
59,267567,504996,good,13,Female,own,23,0
28,499807,566038,good,15,Male,mortgage,302,1
23,73349,452209,good,5,Female,own,647,0
63,335823,12821,fair,7,Male,mortgage,45,1
52,167503,219993,good,14,Female,own,37,1
26,67044,692858,good,13,Male,own,468,0
59,313051,433535,poor,22,Female,own,870,0
31,98748,860135,excellent,3,Female,own,97,0
42,114614,298905,excellent,1,Female,rent,308,0
45,138310,798555,good,16,Male,rent,176,0
34,60212,883040,good,14,Female,own,80,0
65,119676,309996,good,17,Female,rent,74,0
45,397648,841169,good,3,Female,own,907,0
29,386281,848019,good,5,Female,own,849,1
42,391738,513475,good,2,Male,own,476,1
51,121371,999986,poor,18,Female,own,985,0
59,485015,909371,good,19,Male,own,673,1
62,485497,20688,good,4,Female,own,138,0
55,342093,795241,fair,17,Male,mortgage,989,0
41,408028,576456,excellent,5,Female,own,913,0
52,272878,69997,fair,13,Male,mortgage,841,0
20,429728,280263,good,10,Male,mortgage,304,0
58,490190,51148,good,7,Male,own,560,0
40,141199,676154,good,8,Female,own,18,0
33,410521,983663,good,9,Male,own,840,0
62,209342,821654,fair,2,Male,rent,922,0
24,477605,278772,good,6,Male,own,463,0
36,178206,357764,poor,11,Female,own,815,1
46,414613,212638,fair,6,Female,own,83,0
45,238934,983153,fair,5,Male,own,874,0
43,453416,560459,good,14,Male,own,281,0
58,353553,809750,good,6,Male,own,633,0
22,492798,847813,good,22,Female,rent,342,0
35,260977,737752,poor,22,Male,own,693,0
58,138118,434135,poor,0,Female,rent,637,0
46,448110,14360,good,11,Female,own,390,1
47,287803,404104,good,23,Male,rent,136,0
42,220824,565548,good,8,Male,own,238,0
59,80075,37864,good,12,Male,rent,715,0
21,231968,395251,excellent,7,Female,rent,58,0
25,405110,575979,good,13,Male,own,581,0
58,526866,522905,excellent,24,Male,own,296,1
53,88575,105600,excellent,18,Female,own,172,0
45,519547,516909,excellent,16,Male,own,556,0
24,241920,393888,good,20,Female,mortgage,45,0
52,288782,308810,good,13,Male,rent,674,0
26,399613,673239,poor,0,Male,mortgage,241,0
56,223289,100995,poor,4,Female,own,934,0
59,55621,177051,good,2,Female,mortgage,946,0
63,67016,738313,excellent,22,Male,mortgage,781,0
31,30015,889399,fair,11,Female,mortgage,697,0
62,448920,473082,fair,3,Male,own,475,0
33,516912,494814,excellent,5,Male,own,441,0
30,286652,222976,poor,22,Male,rent,871,0
56,121717,729986,good,22,Male,rent,817,1
26,334482,941564,excellent,22,Female,mortgage,881,0
30,505645,887705,good,20,Female,own,163,0
53,351966,886785,poor,8,Female,own,731,0
42,124771,238698,fair,21,Female,own,343,1
58,510826,987486,good,24,Male,own,147,0
39,431254,992592,good,0,Female,own,38,0
21,441909,445089,good,17,Female,rent,326,0
68,463461,206760,fair,19,Female,own,816,0
43,252305,733835,fair,5,Female,mortgage,76,0
37,498551,834085,excellent,1,Female,own,776,0
42,236595,576082,fair,16,Male,mortgage,95,0
57,94597,800429,good,10,Female,rent,236,0
29,107783,530518,poor,13,Female,own,822,1
60,340711,429320,fair,3,Male,rent,865,0
36,242920,291747,excellent,8,Female,own,294,0
35,228876,99007,good,7,Female,own,269,0
27,490714,197711,fair,6,Female,own,25,1
57,500486,673541,good,0,Female,rent,89,0
26,204813,957436,good,15,Female,own,390,0
57,142303,544784,good,24,Male,own,784,0
49,392630,694001,excellent,1,Male,own,662,0
50,376594,351738,excellent,14,Female,own,124,0
37,293539,350226,excellent,17,Female,rent,163,0
41,395549,843089,good,2,Male,own,224,0
52,331340,745437,good,14,Male,mortgage,819,0
54,155750,18226,good,22,Female,mortgage,59,0
54,235364,807392,good,20,Female,own,703,0
25,443303,223009,good,20,Female,own,560,0
40,210799,334309,excellent,24,Female,own,533,0
68,290484,466605,excellent,12,Male,own,569,0
52,179942,841459,good,12,Male,mortgage,761,0
34,259980,84209,good,21,Male,mortgage,476,0
51,109227,704566,poor,21,Female,own,220,0
64,529023,99283,poor,12,Female,own,22,0
32,105325,523661,poor,1,Female,own,457,0
47,527736,1005665,excellent,3,Female,own,996,0
38,410355,947212,good,10,Female,rent,251,0
32,66894,679583,good,24,Male,rent,965,0
68,303694,145070,excellent,23,Male,own,977,0
24,351373,922478,excellent,15,Female,mortgage,707,0
27,33491,995667,excellent,8,Female,own,987,0
43,521607,540917,excellent,11,Male,own,310,0
53,500857,933331,fair,3,Female,rent,589,0
54,156343,444056,poor,24,Female,rent,975,0
31,300361,903818,good,13,Female,mortgage,997,1
27,185211,764329,poor,14,Female,rent,929,0
21,111572,912809,fair,6,Female,own,345,0
51,461621,426631,excellent,3,Female,rent,725,0
61,235287,778148,fair,14,Female,own,623,0
31,221659,695843,good,3,Male,own,303,0
46,464195,736587,poor,21,Female,rent,968,0
52,133396,270755,fair,17,Male,mortgage,138,0
69,117769,614748,excellent,2,Male,own,423,0
21,86812,264262,good,10,Female,rent,632,0
66,487327,375760,poor,6,Male,rent,445,0
28,67968,253159,good,14,Male,rent,833,0
21,115042,873391,good,23,Female,own,556,1
39,280234,31856,good,20,Female,rent,654,1
40,406884,257288,poor,6,Female,rent,804,0
36,442699,504366,good,12,Female,own,843,0
24,519074,531087,good,1,Male,own,252,0
47,529555,595958,good,5,Female,own,630,1
32,167704,401623,fair,18,Female,rent,159,0
37,62702,961638,good,8,Male,rent,453,0
36,287771,995101,poor,9,Female,mortgage,40,0
31,32177,65200,poor,20,Male,mortgage,108,0
39,312167,110830,fair,24,Female,own,164,0
50,359095,705764,excellent,3,Male,own,997,0
21,458939,915767,poor,18,Male,rent,571,0
30,115909,795821,good,19,Male,own,793,0
53,521081,700058,excellent,1,Male,rent,791,0
55,141459,39633,good,19,Male,own,756,1
58,412344,1009267,good,24,Female,own,874,1
27,299514,391965,excellent,16,Male,rent,239,0
31,524207,418910,good,24,Male,rent,207,0
41,302158,386347,good,13,Male,mortgage,931,0
50,341387,221318,good,15,Female,own,354,0
20,118197,11003,fair,24,Male,rent,351,0
62,222582,849438,poor,2,Male,own,114,0
23,502689,411293,poor,21,Male,rent,449,0
37,525579,758289,excellent,5,Male,own,885,1
26,178228,429600,good,9,Female,own,582,0
58,238702,471904,good,17,Male,own,469,0
64,298503,785922,poor,24,Female,mortgage,959,0
64,412892,442080,good,12,Female,own,596,0
54,255977,57107,good,14,Male,own,670,0
43,362120,773983,poor,13,Female,mortgage,200,0
23,402027,223600,good,21,Female,own,465,0
24,395451,368278,good,0,Female,own,710,0
55,215935,165857,excellent,19,Male,rent,246,0
51,511757,54891,good,4,Female,own,900,0
65,441925,216678,fair,1,Male,rent,681,0
35,391359,1002464,good,6,Female,own,535,0
29,383094,262806,poor,7,Female,own,683,1
30,282002,867648,good,20,Male,own,221,0
38,409301,738786,good,14,Male,mortgage,872,0
25,57528,880323,poor,4,Male,own,666,1
46,196615,176107,poor,19,Female,mortgage,842,0
69,289462,77567,fair,9,Male,mortgage,553,1
35,148244,279902,poor,21,Female,own,556,0
69,174475,171498,good,22,Female,rent,932,0
50,473216,158061,excellent,6,Female,rent,392,0
26,506194,250467,poor,17,Male,mortgage,762,0
40,246440,304697,excellent,1,Female,own,755,0
21,386203,844903,poor,16,Female,own,844,0
29,36284,152297,good,12,Female,mortgage,815,0
37,419819,421619,good,0,Female,own,635,0
22,176341,973407,poor,1,Male,own,580,0
59,282519,288640,good,11,Male,mortgage,133,0
22,50885,692595,excellent,20,Male,own,510,0
60,350587,202240,good,15,Female,own,886,1
21,156464,951594,good,14,Male,mortgage,778,0
25,312066,866877,excellent,19,Female,mortgage,727,0
59,436519,537548,fair,4,Male,own,737,0
51,363024,660409,excellent,20,Female,rent,406,0
60,89000,865458,poor,8,Male,own,896,0
43,117031,752074,fair,13,Male,mortgage,609,0
31,281551,859038,good,9,Female,own,217,0
43,199560,851651,fair,21,Female,mortgage,345,0
32,158930,662531,excellent,0,Male,mortgage,926,0
61,457645,862588,poor,11,Male,rent,392,0
64,296454,705772,good,0,Male,rent,62,0
22,144259,260695,good,7,Male,own,139,0
50,52265,802305,good,14,Male,rent,751,1
36,246165,562072,fair,3,Female,mortgage,830,0
50,341352,953662,fair,23,Male,own,140,0
53,284256,336676,fair,9,Female,own,16,0
67,101173,472524,excellent,0,Male,own,118,0
56,399297,86834,poor,22,Male,mortgage,800,0
37,222931,618148,fair,14,Female,rent,946,0
34,160047,421065,poor,5,Female,mortgage,756,1
43,482418,636485,poor,12,Male,mortgage,135,0
35,101612,125795,fair,16,Male,mortgage,407,0
23,406273,145907,poor,7,Female,mortgage,946,1
20,65356,742993,poor,16,Male,mortgage,875,0
38,124432,410997,good,13,Female,own,83,0
37,175297,734742,fair,13,Female,own,644,0
64,204834,595562,poor,0,Male,mortgage,722,0
65,166667,241414,good,16,Male,own,328,0
69,121631,209430,good,3,Female,rent,754,0
57,188144,593281,excellent,0,Female,mortgage,243,0
68,469701,252161,good,23,Male,own,912,0
57,396719,489769,good,19,Female,own,367,1
39,72467,371920,good,17,Male,mortgage,607,0
26,374451,294412,poor,7,Female,own,984,0
49,150842,491352,good,18,Female,own,890,0
34,197780,318592,poor,14,Male,own,858,0
23,305512,429585,good,17,Male,own,164,1
